x,y,sd
173.5829549284953,170.11899828061453,3.0914018213001397
163.312324094019,157.67340925683052,3.39136239470987
155.68850787407013,153.60384226618265,3.8093704614765427
179.1076030418628,155.4945694914051,3.55511023599338
164.09473565000843,159.95569177628437,3.6120055080815967
152.14606737614108,152.1575455859122,4.049070175991734
162.9902775405361,157.01478004849693,2.94878225282754
156.41179631147872,155.07031589444756,3.819368236574836
150.86482920562722,152.46075079568047,3.9907101442949657
158.18635086009917,155.52226020531845,2.9770323576125315
163.09068211513298,157.65009159993883,3.0294162107769123
171.5111899244524,179.13580385001916,4.052022443018208
173.97196413119866,168.48688166215723,3.827678615965539
163.99022621703733,159.02484732866526,4.302516448724396
163.06365664625005,158.22800934859936,2.627443006578635
158.07277662147038,155.91740152040563,2.333434079230537
169.611685781877,163.1415222453514,3.436381218594931
172.43949679604964,152.85254615079313,4.001392632503597
153.82353538472245,165.07436630012708,4.427293045150924
172.5465345883052,153.21752094819425,3.5153487136713393
173.0998677562548,164.4329519444698,4.096026545499158
156.97018382544616,155.87148722671034,4.402756088959476
174.44629155448908,168.12777378561572,3.6124282040582933
179.60362933936855,150.38798906548854,3.98790133302486
152.3966226057756,160.96982614293182,3.618206819741035
172.1717703958816,152.66745422896844,4.253117927345327
172.9743991476364,164.1047372411886,3.3898927961985894
169.67236360497714,163.85688245493853,3.1661405847195465
152.79910516225485,161.48229515268434,3.9030303218299602
171.84553675920637,153.9031901816909,3.145893992821459
163.13485381467618,158.7029849519557,3.2319142707957873
168.6234122002735,163.40081940193676,3.6486094368552346
171.03185245342937,154.18471297214128,4.236571984179473
152.95537468389756,161.25289925269723,4.506985736855422
167.04734739777638,161.758334438643,3.5696885403200085
162.92270564783192,158.53533980099124,3.5557653546042687
174.3812465013795,168.99263856696248,4.343502022923131
168.70171277082025,162.07600274807066,3.118149181978007
177.11950562878263,156.782609220339,4.043252343707734
163.085988703752,157.838699807773,3.383223552829586
173.76280870629793,168.14149439891514,3.6427838074544274
168.98299376576853,162.5436393432131,2.2505815838686347
163.6857303272904,157.39584752193366,3.4016221281942234
165.5602420436091,171.29737758124716,3.3956414120519836
178.56195107012306,171.8899798699245,2.703924701545595
176.84014140327804,156.99018066260453,3.1358403441407514
157.42364842204475,175.0633309078713,4.272192371871533
169.84192392996758,161.52558162753732,2.9175233197095602
165.608779694827,170.88354235898765,4.043828800681826
178.17810734496126,172.49261105431188,3.2761549900074134
164.15351791203733,157.70305526822472,4.142679655328062
166.12056079123664,169.4465290938478,4.222188183499889
165.01845846755452,158.22646238744886,4.162486264204079
158.9207553689155,157.6829340882211,4.3140345129313875
157.92345071070264,174.5014794503467,4.193261584188069
165.03656002065773,162.21987372217447,2.8430127736836552
167.30742549991183,172.85296493020402,3.85586411994498
158.1192709676069,157.0971191896049,4.439193109004061
164.94779937656588,161.8272986780424,2.8859096835468434
163.25712783277498,157.76947141190766,2.9385367048194846
167.19134069012975,172.7838183713207,4.354521393891667
157.69384523344186,157.61692543090425,4.376935943619904
162.70847081547677,157.695078704221,2.8591376292008452
170.6185345600019,161.17395521101923,4.0582281576729375
154.61084711299475,173.66230698144008,3.9669404815200915
158.91048961185152,157.4669316060279,3.38830963102804
164.79533671135275,161.9088851884308,3.745999242327614
177.41612009665826,163.3592546439735,2.8565034244159775
161.68147111322074,150.90252703281058,4.133024252323275
170.73028671692737,160.6776867043921,4.301342249517092
161.9020104082221,156.79584887780837,3.0230921377042104
171.16766266640104,150.72517900829024,3.84056823342334
177.620337474875,163.32607846083792,2.479325319288787
170.7596716845036,160.69070356282276,4.011121256082776
162.86853024919648,151.7225687691172,4.222307659470034
162.0902359506655,157.25322429512963,3.443524657224279
171.82208599391868,175.68429027334733,3.490496017397842
177.84451699353005,163.24539715489135,2.547208725904444
171.70215837485392,176.50107726541583,2.8699636593578
162.44871355045922,157.8534028859955,4.270425379619834
170.91953041360526,160.47101781665668,3.995853050533238
177.9577285790828,162.94116102200792,3.157068719783261
169.58655043333798,156.66632524548314,3.740003803909728
161.95802488602752,166.3785498795509,3.9826477863369334
178.42906941949104,162.94236151603815,3.0090238567491716
164.6075994821824,179.6520408784352,3.590653408405616
177.46639429983327,162.9345930557022,2.7554690673718696
171.2412290626586,152.86537822253172,3.062263572713767
170.4538964170971,155.92773517681238,3.317490828700438
173.34866317158028,169.54510790012185,3.637278724911149
172.8244536353312,154.3907119638863,4.564106091962084
160.10400432296376,175.87980868126292,4.372266931017346
157.66668734996227,159.0458791192748,4.137920368037859
163.3176889024835,157.58061196687487,4.06835486012324
178.85200022560932,172.17298307934277,3.796396514862477
157.51490981910985,158.78187534808848,3.9426600497986755
168.16766481162017,162.38364061471404,2.9506321635970307
173.233460495598,169.77409170451952,3.2658731064301985
161.70938625605712,157.645966986685,2.7616106223343846
151.5509270486302,159.13768804993234,2.9254756975102465
173.19578794309928,160.0530339788659,4.428387716196531
151.56011686722158,172.45769956843083,4.137233424060061
163.2249875738349,158.15093159981149,3.979274342823249
150.52800856676905,159.03391098912584,2.8469937004366055
161.89229471598742,157.63371106267314,3.021505965476229
173.63376026498975,160.89599656630887,4.458201962065266
172.681802088849,168.81214898667764,3.5382251901522697
159.5125348800296,156.4956840838613,3.9645031068152403
164.03109732844456,158.38827453581416,4.0060187628195525
157.38764891602267,155.0703174415439,3.126094019317364
163.32412043899276,155.82667636470444,2.79517988325874
172.10411874225068,169.8821762191823,3.722425503386802
151.83546637758866,160.25173516887415,4.399777912866682
167.84171448813947,174.2624524908626,3.282300180096362
157.2625153625871,154.46774864494014,3.5489958403018202
173.75096575461097,170.769028168445,3.7394202250524016
161.90232857806055,156.8713507771079,3.307135698846232
150.63948330128062,151.6979942869875,2.8667071908144566
157.23732439647011,154.29913248649717,3.0247254109351576
162.06456045559457,156.73764298019034,2.971401984032773
170.15369079913782,156.54006974990594,3.8739373397376373
167.47566086404808,174.0689065222175,4.350799495091958
158.64885411443217,174.54928403265075,3.6008944012681963
157.0801165856039,154.53495840362376,2.9441860651506677
162.56292681265046,157.37144330929917,3.375926716514642
178.35064947204964,171.78540239599192,3.8054679235229765
170.20969899815412,158.20844453061824,4.294076008782974
179.63208271426117,156.94883560359585,2.3774943406238283
170.21850871009383,158.62518693893605,3.2531115123822314
158.3726900766068,166.79177629200498,3.055996783251322
157.29331440179976,153.9741724576163,4.293682073708606
157.8527888082264,154.478255670614,2.9454211644985793
165.5956267230605,160.1919543904529,3.2306858185311307
170.98716988668664,157.74772934325733,3.7201498405876223
158.93110286232337,165.8431488417043,3.379563520859257
172.14666239665047,175.5505906482909,4.560474102583272
175.30200923427444,167.05404633494254,2.719811133405233
159.03839208467627,156.18473344626793,2.846472804273357
178.71868209694523,156.82584573785024,3.0379433174801274
165.51996443357388,160.08587399176417,3.4132503784541357
175.28041847879905,168.0001705785077,2.586986744572923
158.23367822143882,174.03469227359517,3.9160358357052676
159.98107847958468,156.91391111602363,2.7335032280933103
161.99670400531488,157.8517964618662,3.312175691321178
159.27102754866246,165.31132773033306,3.6750301732943496
163.6184734936319,158.77495367865362,2.2717068595873426
175.99466980075272,167.348018779389,2.9567132334413406
150.57244433136933,151.72956386645234,3.7162147071675404
172.89722718079452,155.134068256543,4.3249543854603525
162.6270399828679,158.38542762150695,2.449719406410524
163.92639822262473,167.86753747773906,4.176486252835859
157.9569634254644,174.1728090522132,3.8732636132531404
159.12484206730394,155.6575247545742,3.8148077978258055
162.98257478177297,158.37653370109305,3.1680196285626674
174.5881061693221,166.02258361037667,4.077221722428939
162.09062153364673,159.35372958121852,4.098804673212795
172.32056219446986,155.2601161009064,3.7529073539887388
157.2653521813133,174.9662726465166,4.04243160528192
158.05838601380646,156.06377521647474,3.5192465831906348
163.43408437305183,178.10030954471853,3.979386039140459
162.0127021515206,166.1822875243054,3.538611695956985
164.38318414052256,178.69464881731463,3.3599151914083665
158.107151659011,157.01347528990755,2.9661379373675087
164.309635926683,179.3256719316707,2.8750720422012948
153.33153975873972,160.28669185118198,3.35036563095921
157.3426328617711,175.12877284449658,3.9336070204731803
168.90529062932774,156.64434710627185,3.479019885702445
167.59276628014135,155.75546805112546,3.7538461483603403
167.1774265727384,173.53905971990525,3.2273787403183825
158.22411324192623,156.18850259618782,3.2857939976428785
