x,y,sd,ID
2515.04320386739,806.012342417945,13.7298884603406,1
2478.16815561184,847.661984227433,18.9037452464605,1
2625.30942372934,863.858394192134,17.6005897911418,1
2452.18983637684,782.372719081782,12.0972030602712,1
2572.41812980466,895.327848738864,17.5935600043558,1
2438.41934974889,902.043142414558,21.9986825509812,1
2483.49222658003,913.827443713911,18.2191581591125,1
2511.55018112717,782.877131405839,27.9778878840196,1
2568.11580503765,812.182111275757,47.9737127827465,1
2439.7791248475,850.795910048305,26.5795069690268,1
2558.62198917532,950.13247978607,44.4258809740001,1
2645.49175380056,814.734866029038,43.2990544676369,1
2500.65319218042,905.337836311511,36.453670027899,1
2409.82658396525,870.907784486693,29.6706806873279,1
2486.90756404212,874.196834807934,33.358118112348,1
2495.95852182038,829.68319276939,27.1067905200621,1
2475.28504615689,854.147732257381,49.0091960937433,1
2473.49208058343,907.153370653782,6.60433919484357,1
2559.38438632499,888.918453987838,25.8998213719776,1
2473.97676454551,872.50687770074,20.9696683168898,1
2532.94283553737,850.721815115586,60.932750602184,1
2583.0678278076,903.438115490954,79.428788407957,1
2377.73955928489,882.230846604319,18.4083622703691,1
2542.93749494964,765.584767302417,33.3070645763394,1
2441.43296739881,943.454803249956,24.4007324556196,1
2464.20950831809,842.401050477307,35.1852942101687,1
2490.83482153005,981.493959201635,24.447232514857,1
2496.26096603768,867.015304756685,48.0922716315124,1
2411.18251569262,838.21278479757,32.1797362516455,1
2493.26941639062,936.564369535751,23.7276136843847,1
2461.88113592092,749.878752454752,18.7385162005649,1
2465.78328943786,789.725279452493,27.1012078826845,1
2524.83829000359,897.581766165165,19.9037654028475,1
2559.64968963409,910.405231846073,35.0688875141478,1
2438.49158755068,934.540234371619,8.52657885468606,1
2450.47249096344,836.516569971494,25.5591552862382,1
2492.018879769,926.922871687036,32.4483051026162,1
2499.95652523223,973.009766027089,19.0718941661507,1
2547.07898987507,815.541406431699,41.5918487683588,1
2413.54164548336,976.709823853346,11.9516375816577,1
2464.73113279309,805.274201309123,26.371942716133,1
2484.94201801057,843.690998029934,30.3539339584688,1
2354.44301414681,1013.30118668075,33.8312798557845,1
2549.91923341714,961.209300266199,41.4356003010991,1
2443.38126162675,848.8499350101,64.6532465231251,1
2516.31320878043,839.934543338756,27.1947395374035,1
2525.36920943996,952.095885005395,25.9494976426982,1
2459.10275818708,924.784643406099,33.4649664593638,1
2539.53805862861,952.551443991496,44.3219736766367,1
2465.92408477747,969.640976057991,21.4266805152669,1
2547.75468643279,702.481686675853,23.70496970261,1
2496.15926036403,901.706859142726,21.1465161376041,1
2488.90058185425,880.585825839894,17.086179484722,1
2573.98498340058,830.890200214793,50.2814502387395,1
2519.17099539901,854.836845449882,24.5127432975236,1
2515.91006843922,825.894173005579,16.6160681709523,1
2484.85762743165,891.109922139408,21.1597809564182,1
2437.40002388179,805.225043653041,30.9889028562695,1
2503.06213619659,1016.94598255665,36.6742699818548,1
2420.8472561015,1008.04936474631,21.5412942370878,1
2413.26463578647,848.651891456985,36.3885874159071,1
2489.17820417771,870.066028008498,31.009918669291,1
2473.36989488467,939.257565983115,28.2164195259297,1
2640.55595378941,824.845866534607,60.1150602366348,1
2478.11442050193,967.357845545783,24.235678869765,1
2441.19163915544,783.418238603871,28.0719389915349,1
2439.56069446181,842.429461823054,49.3916087578341,1
2445.93572732354,1004.46510710539,16.8158450504402,1
2459.9000342845,843.450058099097,50.8168615041296,1
2480.04326149269,880.413984604009,25.4588381322999,1
2478.9947907551,822.268340196427,8.92760710480661,1
2450.75431761475,907.123881120777,24.2597544837508,1
2460.47519109693,876.773045396041,19.6813947972172,1
2377.82446257514,952.900324565815,27.2813097461877,1
2492.11047888973,880.09212140037,16.4684123635035,1
2342.82932538969,839.664561751631,39.5360534579401,1
2461.39263527796,906.930631754404,45.1459871724865,1
2604.05716341536,900.84436737089,31.7145966500628,1
2361.33945588102,943.375734087852,24.828960932695,1
2497.39607662953,902.341956790268,31.7825847986137,1
2427.92676384468,898.309761054872,5.65916417748613,1
2480.98075489859,836.539290598339,38.7725899418885,1
2530.50341610294,838.123012894751,24.2258881886194,1
2575.23749301396,983.394592744539,31.7443590906203,1
2430.56510392271,921.936917710895,27.5428265323017,1
2426.25600860677,781.883364826492,46.325529199084,1
2424.83740071084,1010.80758993459,36.5998658420299,1
2446.97873503113,810.921477714442,24.2112886414481,1
2550.41743146845,914.238832920108,40.9350078157406,1
2559.63396547466,760.842391559368,43.020360847585,1
2495.8211906866,774.819561192178,37.656970692198,1
2491.04893181517,877.478402308052,25.7862521541765,1
2579.10425133625,838.592085518832,18.9549692267324,1
2604.91367596967,889.437198821132,48.2109768447093,1
2498.99825709496,855.736461459906,50.455749006743,1
2386.45433430735,914.966375318051,31.5560530635609,1
2439.96534063469,932.388185354518,24.8427203434244,1
2520.17241913283,907.660872771165,24.6646084942591,1
2563.18923283016,983.545157153844,20.9047835374132,1
2536.71382194928,988.274156270458,21.1760301450011,1
1871.82588454025,351.462953609686,30.0450269652347,2
1848.10341001474,303.054531614309,18.6877993675248,2
1963.63392957121,274.470975938753,14.2812269547718,2
1988.15542870579,211.754585272007,14.3298874219746,2
1822.59032192563,291.987619378505,14.4139169836421,2
1913.76205844976,272.191072501634,17.8510827301238,2
1760.12062849346,223.812752803515,13.9860987022438,2
1973.68178365127,340.31868308905,40.0383142204001,2
1791.51013205679,303.770981248462,37.8790767055354,2
1872.58370007107,179.761719634841,16.2313005601628,2
1851.95667766903,299.57648955611,5.58858287208857,2
1921.25498345588,278.717521166122,49.5482567527933,2
2037.79336212693,197.027748666214,72.276255861501,2
1911.82388514071,310.770426146042,31.0654125373166,2
1872.52971370888,379.055215173599,52.9782746905347,2
1758.29168339536,300.662780902857,21.1142305152058,2
1910.11177877125,251.242810504686,39.2615276881342,2
1836.63644014163,272.418326800158,37.2095099674788,2
1907.53481889186,288.229633594802,26.7376929039852,2
1928.46796669744,275.480432534944,40.6585761648144,2
1880.02425655409,295.78667879876,30.0880734289102,2
1884.20637611088,318.157984981959,12.3373230182344,2
1961.18696161089,283.225192128806,56.5713935241952,2
1892.22815020533,347.004217584586,29.342008785154,2
1940.88965705843,318.5812013697,41.9902264551596,2
1963.91003081143,196.336705685383,17.7791059950225,2
1875.7482103825,355.20503412986,11.4443631012823,2
1902.09065798715,331.748171752079,28.0266547958747,2
1855.58394549713,378.461404636526,36.4488492334692,2
1801.54736535468,258.769228624647,19.2267048850168,2
1905.37163320645,232.106546800242,22.8383109396717,2
2009.94322874236,251.74530579096,46.168146552662,2
1848.73167511008,245.156709106442,19.4311786059271,2
1821.89374105722,430.903849785906,40.8440464959432,2
1871.16481114298,368.798746858891,20.8307599741183,2
1943.09528743228,256.9450070724,19.9663927770578,2
1923.54853555191,249.373849090204,6.57810625976341,2
1847.11155064126,266.181614413964,9.17457144519268,2
1875.70950586713,334.660017197151,19.0571688334904,2
1955.6449007296,358.484403999545,29.4876191457406,2
1869.39095283906,237.560076339716,37.710704910907,2
1829.79181805866,240.888604613605,61.160671123837,2
1896.75605854512,221.463623477184,57.6898650514544,2
1877.67193392102,256.57922905243,40.8993598155648,2
1874.59863744105,326.137423774756,46.1440623280671,2
1886.06513082773,212.953198753796,23.1909870565487,2
1888.55337648422,358.432500789721,30.687921043924,2
1927.74131281876,273.825495982922,20.6773376458033,2
1959.92448708208,265.028758008137,20.2087235744781,2
1862.15415563862,328.278775792963,15.1452541750378,2
1814.46294876425,247.226217860209,40.0086604272031,2
1901.83943958367,362.349809423748,45.5358608865081,2
1779.15384638179,329.483992141861,23.5098613025168,2
1716.88877580931,178.844129404958,37.5520788514068,2
1856.86809074477,328.239320444581,45.6032387128245,2
1745.9354021868,301.555768819524,37.8056109256591,2
1858.16679271231,313.2104240401,20.711263854802,2
1905.26907298073,352.662441168994,21.7208146511207,2
1913.03348835692,331.734056811875,42.4629982519641,2
1815.60964301357,336.958169844739,25.0927884016155,2
1796.39799229172,471.996046807209,44.8036824523299,2
1852.89026015348,201.559453905325,26.9539068583576,2
2010.01347997734,199.803105355227,73.7412164554028,2
1819.82066930034,374.068426438109,8.65589871880506,2
1859.84270538115,287.875858268847,20.0305984660881,2
1861.71052789894,277.570682139857,17.7031730325752,2
1796.11624453407,307.566613850095,34.3797748683271,2
1974.79362913137,262.665404065634,31.3684926918397,2
1877.36940565682,304.480484363503,34.5294258690583,2
1760.3157672077,204.879768773415,47.5215068264149,2
1876.56885448736,233.362822328329,28.1662153668317,2
1830.68848817512,277.124058865662,30.4785441504916,2
1852.83332985606,338.990913215239,34.8491872916912,2
1884.4179260024,270.910941291061,29.3856294758097,2
1909.28516310833,282.97934042621,14.0485517204463,2
1922.41731073809,290.569324326834,35.7233527730076,2
1828.36537299528,352.228826647613,14.994691231679,2
1790.48741621807,208.860966476974,71.2472772378841,2
1927.32154175618,315.052861764143,25.5489072982057,2
1895.97418435929,196.585564480127,28.9223491332549,2
1984.65458131844,293.770986845114,26.0081242138539,2
1982.46709703682,319.431468522723,17.425873307,2
1888.03809419404,240.842927966484,12.292310542397,2
1862.37829105718,356.606242805365,36.1686809000324,2
1822.65111666114,302.671584016934,40.1908309615328,2
1854.72059424297,315.978796701951,48.7986040311459,2
1816.16846151586,337.038265859039,25.9023104207091,2
1831.7342290616,305.042891943492,29.0612789455914,2
1747.18449310013,285.325891356923,40.6618738870296,2
1804.98836357726,288.218561660269,40.684568943901,2
1962.37107367462,278.392350819812,19.7664759486404,2
1856.53112225425,317.478532097215,13.5555234283516,2
1801.9713650753,277.256394669771,18.4304573889172,2
1886.94475455488,351.65906102618,20.7293668529894,2
1877.97596441148,254.212983906918,24.7732744411233,2
1860.66446040316,373.63559908483,30.1568380707145,2
1900.66328301353,266.378628163863,25.165537404193,2
1842.29485296736,244.437406817272,20.0409827826917,2
1810.6952350923,294.412508377635,46.830677000859,2
1780.87330049916,349.334677420251,25.3127088797346,2
369.212003868131,2128.76694730909,42.2977422914313,3
363.474276525183,2148.08018539225,15.0774844877978,3
429.219866913144,2093.35021762059,25.1547914579191,3
